GeneSym	NA	GeneID
ATP10D	na	57205
ATP11A	na	23250
ATP11AUN	na	400165
ATP11B	na	23200
ATP11C	na	286410
ATP12A	na	479
ATP13A1	na	57130
ATP13A2	na	23400
ATP13A3	na	79572
ATP13A4	na	84239
ATP13A5	na	344905
ATP1A1	na	476
ATP1A1-AS1	na	84852
ATP1A2	na	477
ATP1A3	na	478
ATP1A4	na	480
ATP1B1	na	481
ATP1B2	na	482
ATP1B3	na	483
ATP1B4	na	23439
ATP2A1	na	487
ATP2A2	na	488
ATP2A3	na	489
ATP2B1	na	490
ATP2B2	na	491
ATP2B3	na	492
ATP2B4	na	493
ATP2C1	na	27032
ATP2C2	na	9914
ATP4A	na	495
ATP4B	na	496
ATP5A1	na	498
ATP5B	na	506
ATP5C1	na	509
ATP5D	na	513
ATP5E	na	514
ATP5EP2	na	432369
ATP5F1	na	515
ATP5G1	na	516
ATP5G2	na	517
ATP5G3	na	518
ATP5H	na	10476
ATP5I	na	521
ATP5J	na	522
ATP5J2	na	9551
ATP5J2-PTCD1	na	100526740
ATP5L	na	10632
ATP5L2	na	267020
ATP5O	na	539
ATP5S	na	27109
ATP5SL	na	55101
ATP6AP1	na	537
ATP6AP1L	na	92270
ATP6AP2	na	10159
ATP6V0A1	na	535
ATP6V0A2	na	23545
ATP6V0A4	na	50617
ATP6V0B	na	533
ATP6V0C	na	527
ATP6V0CP3	na	442211
ATP6V0D1	na	9114
ATP6V0D2	na	245972
ATP6V0E1	na	8992
ATP6V0E2	na	155066
ATP6V1A	na	523
ATP6V1B1	na	525
ATP6V1B2	na	526
ATP6V1C1	na	528
ATP6V1C2	na	245973
ATP6V1D	na	51382
ATP6V1E1	na	529
ATP6V1E2	na	90423
ATP6V1F	na	9296
ATP6V1G1	na	9550
ATP6V1G2	na	534
ATP6V1G3	na	127124
ATP6V1H	na	51606
ATP7A	na	538
ATP7B	na	540
ATP8A1	na	10396
ATP8A2	na	51761
ATP8B1	na	5205
ATP8B2	na	57198
ATP8B3	na	148229
ATP8B4	na	79895
ATP8B5P	na	158381
ATP9A	na	10079
ATP9B	na	374868
ATPAF1	na	64756
ATPAF2	na	91647
ATPIF1	na	93974
ATR	na	545
ATRAID	na	51374
ATRIP	na	84126
ATRN	na	8455
ATRNL1	na	26033
ATRX	na	546
ATXN1	na	6310
ATXN10	na	25814
ATXN1L	na	342371
ATXN2	na	6311
ATXN2L	na	11273
ATXN3	na	4287
ATXN3L	na	92552
ATXN7	na	6314
ATXN7L1	na	222255
ATXN7L2	na	127002
ATXN7L3	na	56970
ATXN7L3B	na	552889
ATXN8OS	na	6315
AUH	na	549
AUNIP	na	79000
AUP1	na	550
AURKA	na	6790
AURKAIP1	na	54998
AURKAPS1	na	6791
AURKB	na	9212
AURKC	na	6795
AUTS2	na	26053
AVEN	na	57099
AVIL	na	10677
AVL9	na	23080
AVP	na	551
AVPI1	na	60370
AVPR1A	na	552
AVPR1B	na	553
AVPR2	na	554
AWAT1	na	158833
AWAT2	na	158835
AXDND1	na	126859
AXIN1	na	8312
AXIN2	na	8313
AXL	na	558
AZGP1	na	563
AZGP1P1	na	646282
AZI2	na	64343
AZIN1	na	51582
AZU1	na	566
B2M	na	567
B3GALNT1	na	8706
B3GALNT2	na	148789
B3GALT1	na	8708
B3GALT2	na	8707
B3GALT4	na	8705
B3GALT5	na	10317
B3GALT6	na	126792
B3GALTL	na	145173
B3GAT1	na	27087
B3GAT2	na	135152
B3GAT3	na	26229
B3GNT1	na	11041
B3GNT2	na	10678
B3GNT3	na	10331
B3GNT4	na	79369
B3GNT5	na	84002
B3GNT6	na	192134
B3GNT7	na	93010
B3GNT8	na	374907
B3GNT9	na	84752
B3GNTL1	na	146712
B4GALNT1	na	2583
B4GALNT2	na	124872
B4GALNT3	na	283358
B4GALNT4	na	338707
B4GALT1	na	2683
B4GALT2	na	8704
B4GALT3	na	8703
B4GALT4	na	8702
B4GALT5	na	9334
B4GALT6	na	9331
B4GALT7	na	11285
B9D1	na	27077
B9D2	na	80776
BAALC	na	79870
BAALCOS	na	157556
BAAT	na	570
BABAM1	na	29086
BACE1	na	23621
BACE1-AS	na	100379571
BACE2	na	25825
BACH1	na	571
BACH2	na	60468
BAD	na	572
BAG1	na	573
BAG2	na	9532
BAG3	na	9531
BAG4	na	9530
BAG5	na	9529
BAG6	na	7917
BAGE	na	574
BAGE2	na	85319
BAGE3	na	85318
BAGE4	na	85317
BAGE5	na	85316
BAHCC1	na	57597
BAHD1	na	22893
BAI1	na	575
BAI2	na	576
BAI3	na	577
BAIAP2	na	10458
BAIAP2L1	na	55971
BAIAP2L2	na	80115
BAIAP3	na	8938
BAK1	na	578
BAMBI	na	25805
BANF1	na	8815
BANF2	na	140836
BANK1	na	55024
BANP	na	54971
BAP1	na	8314
BARD1	na	580
BARHL1	na	56751
BARHL2	na	343472
BARX1	na	56033
BARX2	na	8538
BASP1	na	10409
BASP1P1	na	646201
BATF	na	10538
BATF2	na	116071
BATF3	na	55509
BAX	na	581
BAZ1A	na	11177
BAZ1B	na	9031
BAZ2A	na	11176
BAZ2B	na	29994
BBC3	na	27113
BBIP1	na	92482
BBOX1	na	8424
BBS1	na	582
BBS10	na	79738
BBS12	na	166379
BBS2	na	583
BBS4	na	585
BBS5	na	129880
BBS7	na	55212
BBS9	na	27241
BBX	na	56987
BCAM	na	4059
BCAN	na	63827
BCAP29	na	55973
BCAP31	na	10134
BCAR1	na	9564
BCAR3	na	8412
BCAR4	na	400500
BCAS1	na	8537
BCAS2	na	10286
BCAS3	na	54828
BCAS4	na	55653
BCAT1	na	586
BCAT2	na	587
BCCIP	na	56647
BCDIN3D	na	144233
BCHE	na	590
BCKDHA	na	593
BCKDHB	na	594
BCKDK	na	10295
BCL10	na	8915
BCL11A	na	53335
BCL11B	na	64919
BCL2	na	596
BCL2A1	na	597
BCL2L1	na	598
BCL2L10	na	10017
BCL2L11	na	10018
BCL2L12	na	83596
BCL2L13	na	23786
BCL2L14	na	79370
BCL2L15	na	440603
BCL2L2	na	599
BCL2L2-PABPN1	na	100529063
BCL3	na	602
BCL6	na	604
BCL6B	na	255877
BCL7A	na	605
BCL7B	na	9275
BCL7C	na	9274
BCL9	na	607
BCL9L	na	283149
BCLAF1	na	9774
BCO1	na	53630
BCO2	na	83875
BCOR	na	54880
BCORL1	na	63035
BCORP1	na	286554
BCR	na	613
BCRP2	na	400892
BCRP3	na	644165
BCS1L	na	617
BCYRN1	na	618
BDH1	na	622
BDH2	na	56898
BDKRB1	na	623
BDKRB2	na	624
BDNF	na	627
BDNF-AS	na	497258
BDP1	na	55814
BEAN1	na	146227
BECN1	na	8678
BEGAIN	na	57596
BEND2	na	139105
BEND3	na	57673
BEND4	na	389206
BEND5	na	79656
BEND6	na	221336
BEND7	na	222389
BEST1	na	7439
BEST2	na	54831
BEST3	na	144453
BEST4	na	266675
BET1	na	10282
BET1L	na	51272
BEX1	na	55859
BEX2	na	84707
BEX4	na	56271
BEX5	na	340542
BFAR	na	51283
BFSP1	na	631
BFSP2	na	8419
BGLAP	na	632
BGN	na	633
BHLHA15	na	168620
BHLHA9	na	727857
BHLHB9	na	80823
BHLHE22	na	27319
BHLHE23	na	128408
BHLHE40	na	8553
BHLHE41	na	79365
BHMT	na	635
BHMT2	na	23743
BICC1	na	80114
BICD1	na	636
BICD2	na	23299
BID	na	637
BIK	na	638
BIN1	na	274
BIN2	na	51411
BIN3	na	55909
BIRC2	na	329
BIRC3	na	330
BIRC5	na	332
BIRC6	na	57448
BIRC7	na	79444
BIRC8	na	112401
BIVM	na	54841
BIVM-ERCC5	na	100533467
BLCAP	na	10904
BLID	na	414899
BLK	na	640
BLM	na	641
BLMH	na	642
BLNK	na	29760
BLOC1S1	na	2647
BLOC1S1-RDH5	na	100528022
BLOC1S2	na	282991
BLOC1S3	na	388552
BLOC1S4	na	55330
BLOC1S5	na	63915
BLOC1S5-TXNDC5	na	100526836
BLOC1S6	na	26258
BLVRA	na	644
BLVRB	na	645
BLZF1	na	8548
BMF	na	90427
BMI1	na	648
BMP1	na	649
BMP10	na	27302
BMP15	na	9210
BMP2	na	650
BMP2K	na	55589
BMP3	na	651
BMP4	na	652
BMP5	na	653
BMP6	na	654
BMP7	na	655
BMP8A	na	353500
BMP8B	na	656
BMPER	na	168667
BMPR1A	na	657
BMPR1B	na	658
BMPR2	na	659
BMS1	na	9790
BMS1P4	na	729096
BMS1P5	na	399761
BMX	na	660
BNC1	na	646
BNC2	na	54796
BNIP1	na	662
BNIP2	na	663
BNIP3	na	664
BNIP3L	na	665
BNIPL	na	149428
BOC	na	91653
BOD1	na	91272
BOD1L1	na	259282
BOD1L2	na	284257
BOK	na	666
BOK-AS1	na	100379249
BOLA1	na	51027
BOLA2	na	552900
BOLA2B	na	654483
BOLA3	na	388962
BOLA3-AS1	na	100507171
BOLL	na	66037
BOP1	na	23246
BORA	na	79866
BPESC1	na	60467
BPGM	na	669
BPHL	na	670
BPI	na	671
BPIFA1	na	51297
BPIFA2	na	140683
BPIFA3	na	128861
BPIFA4P	na	317716
BPIFB1	na	92747
BPIFB2	na	80341
BPIFB3	na	359710
BPIFB4	na	149954
BPIFB6	na	128859
BPIFC	na	254240
BPNT1	na	10380
BPTF	na	2186
BRAF	na	673
BRAP	na	8315
BRAT1	na	221927
BRCA1	na	672
BRCA2	na	675
BRCC3	na	79184
BRD1	na	23774
BRD2	na	6046
BRD3	na	8019
BRD4	na	23476
BRD7	na	29117
BRD7P3	na	23629
BRD8	na	10902
BRD9	na	65980
BRDT	na	676
BRE	na	9577
BREA2	na	286076
BRF1	na	2972
BRF2	na	55290
BRI3	na	25798
BRI3BP	na	140707
BRICD5	na	283870
BRINP1	na	1620
BRINP2	na	57795
BRINP3	na	339479
BRIP1	na	83990
BRIX1	na	55299
BRK1	na	55845
BRMS1	na	25855
BRMS1L	na	84312
BROX	na	148362
BRPF1	na	7862
BRPF3	na	27154
BRS3	na	680
BRSK1	na	84446
BRSK2	na	9024
BRWD1	na	54014
BRWD1-IT2	na	103091865
BRWD3	na	254065
BSCL2	na	26580
BSDC1	na	55108
BSG	na	682
BSN	na	8927
BSN-AS2	na	100132677
BSND	na	7809
BSPH1	na	100131137
BSPRY	na	54836
BST1	na	683
BST2	na	684
BSX	na	390259
BTAF1	na	9044
BTBD1	na	53339
BTBD10	na	84280
BTBD11	na	121551
BTBD16	na	118663
BTBD17	na	388419
BTBD18	na	643376
BTBD19	na	149478
BTBD2	na	55643
BTBD3	na	22903
BTBD6	na	90135
BTBD7	na	55727
BTBD8	na	284697
BTBD9	na	114781
BTC	na	685
BTD	na	686
BTF3	na	689
BTF3L4	na	91408
BTF3P11	na	690
BTG1	na	694
BTG2	na	7832
BTG3	na	10950
BTG4	na	54766
BTK	na	695
BTLA	na	151888
BTN1A1	na	696
BTN2A1	na	11120
BTN2A2	na	10385
BTN2A3P	na	54718
BTN3A1	na	11119
BTN3A2	na	11118
BTN3A3	na	10384
BTNL10	na	100129094
BTNL2	na	56244
BTNL3	na	10917
BTNL8	na	79908
BTNL9	na	153579
BTRC	na	8945
BUB1	na	699
BUB1B	na	701
BUB3	na	9184
BUD13	na	84811
BUD31	na	8896
BVES	na	11149
BVES-AS1	na	154442
BYSL	na	705
BZRAP1	na	9256
BZW1	na	9689
BZW2	na	28969
C10ORF10	na	11067
C10ORF105	na	414152
C10ORF107	na	219621
C10ORF11	na	83938
C10ORF111	na	221060
C10ORF113	na	387638
C10ORF12	na	26148
C10ORF120	na	399814
C10ORF128	na	170371
C10ORF131	na	100127889
C10ORF2	na	56652
C10ORF25	na	220979
C10ORF32	na	119032
C10ORF35	na	219738
C10ORF40	na	283025
C10ORF53	na	282966
C10ORF54	na	64115
C10ORF55	na	414236
C10ORF62	na	414157
C10ORF67	na	256815
C10ORF71	na	118461
C10ORF76	na	79591
C10ORF82	na	143379
C10ORF88	na	80007
C10ORF90	na	118611
C10ORF91	na	170393
C10ORF95	na	79946
C10ORF99	na	387695
C10orf10	na	11067
C10orf105	na	414152
C10orf107	na	219621
C10orf11	na	83938
C10orf118	na	55088
C10orf128	na	170371
C10orf2	na	56652
C10orf32	na	119032
C10orf32-ASMT	na	100528007
C10orf35	na	219738
C10orf53	na	282966
C10orf54	na	64115
C10orf62	na	414157
C10orf71	na	118461
C10orf76	na	79591
C10orf82	na	143379
C10orf88	na	80007
C10orf90	na	118611
C11ORF1	na	64776
C11ORF16	na	56673
C11ORF21	na	29125
C11ORF24	na	53838
C11ORF30	na	56946
C11ORF31	na	280636
C11ORF40	na	143501
C11ORF42	na	160298
C11ORF45	na	219833
C11ORF48	na	79081
C11ORF49	na	79096
C11ORF52	na	91894
C11ORF53	na	341032
C11ORF54	na	28970
C11ORF57	na	55216
C11ORF58	na	10944
C11ORF63	na	79864
C11ORF65	na	160140
C11ORF68	na	83638
C11ORF70	na	85016
C11ORF71	na	54494
C11ORF73	na	51501
C11ORF74	na	119710
C11ORF80	na	79703
C11ORF84	na	144097
C11ORF85	na	283129
C11ORF86	na	254439
C11ORF87	na	399947
C11ORF88	na	399949
C11ORF91	na	100131378
C11ORF94	na	143678
C11ORF95	na	65998
C11ORF96	na	387763
C11orf1	na	64776
C11orf16	na	56673
C11orf24	na	53838
C11orf30	na	56946
C11orf31	na	280636
C11orf35	na	256329
C11orf42	na	160298
C11orf49	na	79096
C11orf52	na	91894
C11orf53	na	341032
C11orf54	na	28970
C11orf57	na	55216
C11orf58	na	10944
C11orf63	na	79864
C11orf65	na	160140
C11orf68	na	83638
C11orf70	na	85016
C11orf71	na	54494
C11orf73	na	51501
C11orf74	na	119710
C11orf80	na	79703
C11orf82	na	220042
C11orf83	na	790955
C11orf84	na	144097
C11orf85	na	283129
C11orf86	na	254439
C11orf87	na	399947
C11orf88	na	399949
C11orf91	na	100131378
C11orf94	na	143678
C11orf95	na	65998
C11orf96	na	387763
C11orf97	na	643037
C12ORF10	na	60314
C12ORF29	na	91298
C12ORF36	na	283422
C12ORF4	na	57102
C12ORF40	na	283461
C12ORF42	na	374470
C12ORF43	na	64897
C12ORF45	na	121053
C12ORF49	na	79794
C12ORF5	na	57103
C12ORF50	na	160419
C12ORF54	na	121273
C12ORF56	na	115749
C12ORF57	na	113246
C12ORF60	na	144608
C12ORF65	na	91574
C12ORF66	na	144577
C12ORF71	na	728858
C12ORF73	na	728568
C12ORF74	na	338809
C12ORF75	na	387882
C12ORF76	na	400073
C12ORF77	na	196415
C12orf10	na	60314
C12orf23	na	90488
C12orf29	na	91298
C12orf39	na	80763
C12orf4	na	57102
C12orf42	na	374470
C12orf43	na	64897
C12orf45	na	121053
C12orf49	na	79794
C12orf5	na	57103
C12orf55	na	144535
C12orf56	na	115749
C12orf57	na	113246
C12orf60	na	144608
C12orf65	na	91574
C12orf66	na	144577
C12orf68	na	387856
C12orf71	na	728858
C12orf73	na	728568
C14ORF1	na	11161
C14ORF105	na	55195
C14ORF119	na	55017
C14ORF132	na	56967
C14ORF142	na	84520
C14ORF159	na	80017
C14ORF166	na	51637
C14ORF169	na	79697
C14ORF177	na	283598
C14ORF178	na	283579
C14ORF180	na	400258
C14ORF182	na	283551
C14ORF183	na	196913
C14ORF2	na	9556
C14ORF23	na	387978
C14ORF28	na	122525
C14ORF37	na	145407
C14ORF39	na	317761
C14ORF64	na	388011
C14ORF79	na	122616
C14ORF80	na	283643
C14ORF93	na	60686
C14orf1	na	11161
C14orf105	na	55195
C14orf119	na	55017
C14orf142	na	84520
C14orf159	na	80017
C14orf166	na	51637
C14orf169	na	79697
C14orf180	na	400258
C14orf2	na	9556
C14orf28	na	122525
C14orf37	na	145407
C14orf39	na	317761
C14orf79	na	122616
C14orf80	na	283643
C14orf93	na	60686
C15ORF26	na	161502
C15ORF27	na	123591
C15ORF32	na	145858
C15ORF37	na	283687
C15ORF38-AP3S2	na	100526783
C15ORF39	na	56905
C15ORF40	na	123207
C15ORF41	na	84529
C15ORF43	na	145645
C15ORF48	na	84419
C15ORF52	na	388115
C15ORF53	na	400359
C15ORF54	na	400360
C15ORF56	na	644809
C15ORF57	na	90416
C15ORF59	na	388135
C15ORF61	na	145853
C15ORF62	na	643338
C15orf26	na	161502
C15orf27	na	123591
C15orf39	na	56905
C15orf40	na	123207
C15orf41	na	84529
C15orf43	na	145645
C15orf48	na	84419
C15orf52	na	388115
C15orf57	na	90416
C15orf59	na	388135
C15orf60	na	283677
C15orf61	na	145853
C15orf62	na	643338
C15orf65	na	145788
C16ORF13	na	84326
C16ORF3	na	750
C16ORF45	na	89927
C16ORF46	na	123775
C16ORF52	na	730094
C16ORF54	na	283897
C16ORF58	na	64755
C16ORF59	na	80178
C16ORF62	na	57020
C16ORF70	na	80262
C16ORF71	na	146562
C16ORF72	na	29035
C16ORF74	na	404550
C16ORF78	na	123970
C16ORF82	na	162083
C16ORF86	na	388284
C16ORF87	na	388272
C16ORF89	na	146556
C16ORF90	na	646174
C16ORF91	na	283951
C16ORF92	na	146378
C16ORF93	na	90835
C16ORF95	na	100506581
C16ORF96	na	342346
C16orf13	na	84326
C16orf45	na	89927
C16orf46	na	123775
C16orf52	na	730094
C16orf54	na	283897
C16orf58	na	64755
C16orf59	na	80178
C16orf62	na	57020
C16orf70	na	80262
C16orf72	na	29035
C16orf74	na	404550
C16orf78	na	123970
C16orf86	na	388284
C16orf87	na	388272
C16orf89	na	146556
C16orf90	na	646174
C16orf91	na	283951
C16orf92	na	146378
C16orf93	na	90835
C16orf95	na	100506581
C16orf96	na	342346
C17ORF100	na	388327
C17ORF102	na	400591
C17ORF104	na	284071
C17ORF105	na	284067
C17ORF107	na	100130311
C17ORF47	na	284083
C17ORF49	na	124944
C17ORF50	na	146853
C17ORF51	na	339263
C17ORF53	na	78995
C17ORF58	na	284018
C17ORF59	na	54785
C17ORF62	na	79415
C17ORF64	na	124773
C17ORF67	na	339210
C17ORF70	na	80233
C17ORF74	na	201243
C17ORF75	na	64149
C17ORF77	na	146723
C17ORF78	na	284099
C17ORF80	na	55028
C17ORF82	na	388407
C17ORF85	na	55421
C17ORF89	na	284184
C17ORF96	na	100170841
C17ORF97	na	400566
C17ORF98	na	388381
C17ORF99	na	100141515
C17orf100	na	388327
C17orf103	na	256302
C17orf104	na	284071
C17orf105	na	284067
C17orf107	na	100130311
C17orf49	na	124944
C17orf50	na	146853
C17orf53	na	78995
C17orf58	na	284018
C17orf59	na	54785
C17orf62	na	79415
C17orf64	na	124773
C17orf66	na	256957
C17orf67	na	339210
C17orf70	na	80233
C17orf72	na	92340
C17orf74	na	201243
C17orf75	na	64149
C17orf78	na	284099
C17orf80	na	55028
C17orf85	na	55421
C17orf89	na	284184
C17orf96	na	100170841
C17orf97	na	400566
C17orf98	na	388381
C17orf99	na	100141515
C18ORF21	na	83608
C18ORF25	na	147339
C18ORF32	na	497661
C18ORF42	na	642597
C18ORF54	na	162681
C18ORF63	na	644041
C18ORF8	na	29919
C18orf21	na	83608
C18orf25	na	147339
C18orf32	na	497661
C18orf42	na	642597
C18orf54	na	162681
C18orf8	na	29919
C19ORF10	na	56005
C19ORF12	na	83636
C19ORF18	na	147685
C19ORF24	na	55009
C19ORF25	na	148223
C19ORF26	na	255057
C19ORF33	na	64073
C19ORF35	na	374872
C19ORF38	na	255809
C19ORF40	na	91442
C19ORF43	na	79002
C19ORF44	na	84167
C19ORF45	na	374877
C19ORF47	na	126526
C19ORF48	na	84798
C19ORF52	na	90580
C19ORF53	na	28974
C19ORF54	na	284325
C19ORF57	na	79173
C19ORF60	na	55049
C19ORF66	na	55337
C19ORF70	na	125988
C19ORF71	na	100128569
C19ORF73	na	55150
C19ORF80	na	55908
C19ORF81	na	342918
C19orf10	na	56005
C19orf12	na	83636
C19orf18	na	147685
C19orf24	na	55009
C19orf25	na	148223
C19orf26	na	255057
C19orf38	na	255809
C19orf40	na	91442
C19orf43	na	79002
C19orf44	na	84167
C19orf45	na	374877
C19orf47	na	126526
C19orf52	na	90580
C19orf53	na	28974
C19orf54	na	284325
C19orf57	na	79173
C19orf59	na	199675
C19orf60	na	55049
C19orf66	na	55337
C19orf67	na	646457
C19orf68	na	374920
C19orf70	na	125988
C19orf71	na	100128569
C19orf80	na	55908
C19orf81	na	342918
C1D	na	10438
C1GALT1	na	56913
C1GALT1C1	na	29071
C1ORF100	na	200159
C1ORF101	na	257044
C1ORF105	na	92346
C1ORF106	na	55765
C1ORF109	na	54955
C1ORF110	na	339512
C1ORF111	na	284680
C1ORF112	na	55732
C1ORF115	na	79762
C1ORF116	na	79098
C1ORF122	na	127687
C1ORF123	na	54987
C1ORF127	na	148345
C1ORF131	na	128061
C1ORF140	na	400804
C1ORF141	na	400757
C1ORF146	na	388649
C1ORF158	na	93190
C1ORF159	na	54991
C1ORF162	na	128346
C1ORF168	na	199920
C1ORF174	na	339448
C1ORF177	na	163747
C1ORF180	na	439927
C1ORF185	na	284546
C1ORF186	na	440712
C1ORF189	na	388701
C1ORF192	na	257177
C1ORF194	na	127003
C1ORF198	na	84886
C1ORF200	na	644997
C1ORF204	na	284677
C1ORF21	na	81563
C1ORF210	na	149466
C1ORF213	na	148898
C1ORF216	na	127703
C1ORF220	na	400798
C1ORF226	na	400793
C1ORF228	na	339541
C1ORF229	na	388759
C1ORF27	na	54953
C1ORF35	na	79169
C1ORF43	na	25912
C1ORF50	na	79078
C1ORF52	na	148423
C1ORF53	na	388722
C1ORF54	na	79630
C1ORF56	na	54964
C1ORF61	na	10485
C1ORF64	na	149563
C1ORF68	na	100129271
C1ORF74	na	148304
C1ORF85	na	112770
C1ORF86	na	199990
C1ORF87	na	127795
C1ORF94	na	84970
C1ORF95	na	375057
C1QA	na	712
C1QB	na	713
C1QBP	na	708
C1QC	na	714
C1QL1	na	10882
C1QL2	na	165257
C1QL3	na	389941
C1QL4	na	338761
C1QTNF1	na	114897
C1QTNF2	na	114898
C1QTNF3	na	114899
C1QTNF3-AMACR	na	100534612
C1QTNF4	na	114900
C1QTNF5	na	114902
C1QTNF6	na	114904
C1QTNF7	na	114905
C1QTNF8	na	390664
C1QTNF9	na	338872
C1QTNF9B	na	387911
C1QTNF9B-AS1	na	542767
C1R	na	715
C1RL	na	51279
C1RL-AS1	na	283314
C1S	na	716
C1orf100	na	200159
C1orf105	na	92346
C1orf106	na	55765
C1orf109	na	54955
C1orf110	na	339512
C1orf111	na	284680
C1orf112	na	55732
C1orf115	na	79762
C1orf116	na	79098
C1orf123	na	54987
C1orf127	na	148345
C1orf131	na	128061
C1orf146	na	388649
C1orf159	na	54991
C1orf162	na	128346
C1orf168	na	199920
C1orf172	na	126695
C1orf174	na	339448
C1orf177	na	163747
C1orf185	na	284546
C1orf189	na	388701
C1orf192	na	257177
C1orf194	na	127003
C1orf198	na	84886
C1orf21	na	81563
C1orf210	na	149466
C1orf216	na	127703
C1orf228	na	339541
C1orf233	na	643988
C1orf27	na	54953
C1orf35	na	79169
C1orf43	na	25912
C1orf50	na	79078
C1orf52	na	148423
C1orf53	na	388722
C1orf54	na	79630
C1orf56	na	54964
C1orf64	na	149563
C1orf65	na	164127
C1orf74	na	148304
C1orf85	na	112770
C1orf86	na	199990
C1orf87	na	127795
C1orf94	na	84970
C1orf95	na	375057
C2	na	717
C20ORF141	na	128653
C20ORF144	na	128864
C20ORF166	na	128826
C20ORF166-AS1	na	253868
C20ORF173	na	140873
C20ORF194	na	25943
C20ORF195	na	79025
C20ORF196	na	149840
C20ORF197	na	284756
C20ORF202	na	400831
C20ORF203	na	284805
C20ORF24	na	55969
C20ORF27	na	54976
C20ORF85	na	128602
C20ORF96	na	140680
C20orf112	na	140688
C20orf141	na	128653
C20orf173	na	140873
C20orf194	na	25943
C20orf195	na	79025
C20orf196	na	149840
C20orf24	na	55969
C20orf27	na	54976
C20orf85	na	128602
C20orf96	na	140680
C21ORF119	na	84996
C21ORF128	na	150147
C21ORF2	na	755
C21ORF33	na	8209
C21ORF37	na	100505929
C21ORF49	na	54067
C21ORF54	na	728409
C21ORF58	na	54058
C21ORF59	na	56683
C21ORF62	na	56245
C21ORF67	na	84536
C21ORF88	na	114041
C21ORF90	na	114043
C21ORF91	na	54149
C21ORF91-OT1	na	246312
C21orf2	na	755
C21orf59	na	56683
C21orf62	na	56245
C21orf91	na	54149
C22ORF15	na	150248
C22ORF23	na	84645
C22ORF24	na	25775
C22ORF29	na	79680
C22ORF31	na	25770
C22ORF34	na	348645
C22ORF39	na	128977
C22ORF42	na	150297
C22ORF46	na	79640
C22orf23	na	84645
C2CD2	na	25966
C2CD2L	na	9854
C2CD3	na	26005
C2CD4A	na	145741
C2CD4B	na	388125
C2CD4C	na	126567
C2CD4D	na	100191040
C2CD5	na	9847
C2ORF15	na	150590
C2ORF16	na	84226
C2ORF27A	na	29798
C2ORF27B	na	408029
C2ORF40	na	84417
C2ORF42	na	54980
C2ORF43	na	60526
C2ORF44	na	80304
C2ORF47	na	79568
C2ORF48	na	348738
C2ORF49	na	79074
C2ORF50	na	130813
C2ORF54	na	79919
C2ORF57	na	165100
C2ORF61	na	285051
C2ORF66	na	401027
C2ORF68	na	388969
C2ORF69	na	205327
C2ORF70	na	339778
C2ORF71	na	388939
C2ORF72	na	257407
C2ORF73	na	129852
C2ORF74	na	339804
C2ORF76	na	130355
C2ORF78	na	388960
C2ORF80	na	389073
C2ORF81	na	388963
C2ORF82	na	389084
C2ORF83	na	56918
C2ORF88	na	84281
C2orf40	na	84417
C2orf42	na	54980
C2orf43	na	60526
C2orf44	na	80304
C2orf47	na	79568
C2orf49	na	79074
C2orf50	na	130813
C2orf53	na	339779
C2orf54	na	79919
C2orf57	na	165100
C2orf61	na	285051
C2orf68	na	388969
C2orf69	na	205327
C2orf70	na	339778
C2orf71	na	388939
C2orf72	na	257407
C2orf73	na	129852
C2orf74	na	339804
C2orf76	na	130355
C2orf80	na	389073
C2orf81	na	388963
C2orf82	na	389084
C2orf88	na	84281
C3	na	718
C3AR1	na	719
C3ORF14	na	57415
C3ORF17	na	25871
C3ORF18	na	51161
C3ORF20	na	84077
C3ORF22	na	152065
C3ORF27	na	23434
C3ORF30	na	152405
C3ORF33	na	285315
C3ORF35	na	339883
C3ORF36	na	80111
C3ORF38	na	285237
C3ORF49	na	132200
C3ORF52	na	79669
C3ORF55	na	152078
C3ORF58	na	205428
C3ORF62	na	375341
C3ORF65	na	646600
C3ORF67	na	200844
C3ORF70	na	285382
C3ORF79	na	152118
C3ORF80	na	401097
C3P1	na	388503
C3orf14	na	57415
C3orf17	na	25871
C3orf18	na	51161
C3orf20	na	84077
C3orf30	na	152405
C3orf33	na	285315
C3orf38	na	285237
C3orf43	na	255798
C3orf52	na	79669
C3orf58	na	205428
C3orf62	na	375341
C3orf67	na	200844
C3orf70	na	285382
C3orf80	na	401097
C3orf83	na	100129480
C3orf84	na	646498
C4A	na	720
C4B	na	721
C4BPA	na	722
C4BPB	na	725
C4ORF17	na	84103
C4ORF19	na	55286
C4ORF22	na	255119
C4ORF26	na	152816
C4ORF27	na	54969
C4ORF29	na	80167
C4ORF3	na	401152
C4ORF32	na	132720
C4ORF33	na	132321
C4ORF36	na	132989
C4ORF45	na	152940
C4ORF46	na	201725
C4ORF47	na	441054
C4ORF48	na	401115
C4ORF51	na	646603
C4ORF6	na	10141
C4orf17	na	84103
C4orf19	na	55286
C4orf22	na	255119
C4orf26	na	152816
C4orf27	na	54969
C4orf29	na	80167
C4orf32	na	132720
C4orf33	na	132321
C4orf36	na	132989
C4orf45	na	152940
C4orf46	na	201725
C4orf47	na	441054
C4orf51	na	646603
C5	na	727
C5AR1	na	728
C5AR2	na	27202
C5ORF15	na	56951
C5ORF22	na	55322
C5ORF24	na	134553
C5ORF27	na	202299
C5ORF28	na	64417
C5ORF30	na	90355
C5ORF34	na	375444
